"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","geom_multipoint","wind_turbine_oem","wind_turbine_model","wind_turbine_type","wind_turbine_rating_mw","wind_turbine_hub_height_m","wind_turbine_qty"
Beros Rd Wind Farm,Wind Turbine - Onshore,Wind - Wind,9.5,Operational,,Australia,Western Australia,,,POINT (115.3624099 -29.9584771),,,,http://blairfox.com.au/,,"MULTIPOINT ((115.36272184493386 -29.95761813460923), (115.36355730141518 -29.955292067235174), (115.3652143158412 -29.957405399043314), (115.364832878224 -29.95889989020801), (115.36196379558025 -29.95972757042106), (115.36240198555548 -29.961996673309695), (115.36009173990651 -29.962357905428437), (115.35824902558781 -29.963874062584868), (115.3645496955396 -29.963760677707565), (115.36301969829574 -29.966576196649182), (115.36211629341295 -29.971312028607667), (115.36254598983798 -29.969399662618788), (115.36194140349332 -29.952931324145307), (115.36154297877577 -29.951076809497323), (115.3613738799131 -29.949435013336714), (115.36247186430907 -29.94750215499935), (115.3644500893601 -29.94685585338424), (115.36615034367799 -29.945796070217174), (115.36745680612388 -29.944928966498974))",{Enercon},{E40/500},{},{0.5},{},{19}
Berrimal Wind Farm,Wind Turbine - Onshore,Wind - Wind,72.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Berrybank Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,180.6,Operational,,Australia,Victoria,2021-01-04,,POINT (143.51101947722327 -37.930742798691284),-37.991305,143.451521,,https://www.berrybankwindfarm.globalpower-generation.com.au/berrybank-wind-farm-project/,,"MULTIPOINT ((143.4975357 -37.9467999), (143.503156 -37.9466771), (143.5158732 -37.9429663), (143.5254707 -37.9435865), (143.532386 -37.9413761), (143.5366422 -37.9372868), (143.5483564 -37.9396261), (143.5517357 -37.936221), (143.5569546 -37.9397421), (143.5618169 -37.9379465), (143.567346 -37.9387673), (143.5583882 -37.9308681), (143.5349651 -37.9228004), (143.5294956 -37.9127554), (143.5342839 -37.9151015), (143.5226548 -37.9215065), (143.5087151 -37.9110765), (143.5113762 -37.9258967), (143.5171133 -37.9676172), (143.5107022 -37.9692801), (143.5074431 -37.9654183), (143.5037565 -37.9701792), (143.4992182 -37.9671858), (143.4940259 -37.9692474), (143.5197661 -37.9624562), (143.5100984 -37.9598608), (143.500593 -37.9611393), (143.5102648 -37.9739334), (143.499867 -37.9386805), (143.5040595 -37.9345581), (143.5276583 -37.969679), (143.5334474 -37.9678331), (143.5266576 -37.9652258), (143.5160174 -37.9727922), (143.4939547 -37.9633775), (143.5153214 -37.9582122), (143.510912 -37.9532539), (143.5470435 -37.9310655), (143.5152779 -37.9325219), (143.5289004 -37.9184917), (143.5172438 -37.9228036), (143.5238275 -37.9155363), (143.5169899 -37.9177413))",{Vestas},{V136-4.2MW},,{4.2},,{43}
Berrybank Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,109.2,Operational,,Australia,Victoria,2021-01-04,,POINT (143.51094535169443 -37.93119591526383),-37.991305,143.451521,,,,"MULTIPOINT ((143.5307593 -37.9740368), (143.5251208 -37.9757242), (143.5192911 -37.9760199), (143.5240654 -37.9807261), (143.5314635 -37.982326), (143.5265823 -37.9850745), (143.5364256 -37.9843131), (143.5339563 -37.987648), (143.5204241 -37.9892733), (143.5390755 -37.9886218), (143.5099278 -37.9995742), (143.5101099 -38.004179), (143.5107569 -38.0096878), (143.4748654 -37.9830041), (143.4716453 -37.986892), (143.4768419 -37.9885455), (143.4714485 -37.9902781), (143.4877255 -37.901642), (143.4939806 -37.9035347), (143.4984451 -37.9056424), (143.5018262 -37.9009405), (143.4935883 -37.897904), (143.4991923 -37.8965184), (143.5064588 -37.9068362), (143.4977353 -37.9092828), (143.4911786 -37.9090912))",{Vestas},{V136-4.2MW},,{4.2},,{26}
Biala Wind Farm,Wind Turbine - Onshore,Wind - Wind,110.67,Operational,,Australia,New South Wales,2023-01-12,,POINT (149.359417610033 -34.58644763864705),-34.61491677,149.4597433,,https://bialawindfarm.com/,AEMO site name Gullen Range Wind Farm 2   ,"MULTIPOINT ((149.35078199863864 -34.59000228535772), (149.34772877455725 -34.586785289725626), (149.34182739368353 -34.58631632952373), (149.35584602141535 -34.583680723957166), (149.36003850821368 -34.58107786418503), (149.35386370428787 -34.58099344574658), (149.34921551240276 -34.583094501391116), (149.34582050950632 -34.58035561477359), (149.34886234096052 -34.57865783494751), (149.35909292015862 -34.57751345549991), (149.34093307245064 -34.57750407527541), (149.3453135375972 -34.568550168309166), (149.34641862243265 -34.57239638583349), (149.3475237072681 -34.57498544669872), (149.35730427769292 -34.573995797083306), (149.33652982204964 -34.57294047053295), (149.33346520534107 -34.57679586526839), (149.33229176474262 -34.580716740263824), (149.33547030772286 -34.58447798001087), (149.3340234440724 -34.587920162461984), (149.33877416960198 -34.59149819279567), (149.34479517306102 -34.59262362264336), (149.34645849662772 -34.597791025640674), (149.33750673982942 -34.59541837415845), (149.34106123950625 -34.59794576142674), (149.34086756484433 -34.601176391241786), (149.37439321844698 -34.57252302655559), (149.36760321265405 -34.57031851236433), (149.37150518745955 -34.56735874288757), (149.33483232060135 -34.613089717614265), (149.33843239078686 -34.60982673325919))",{Goldwind},{GW140/3.57MW},"{""""}",{3.57},{},{31}
Black Springs Wind Farm,Wind Turbine - Onshore,Wind - Wind,19.0,Abandoned,,Australia,New South Wales,,,POINT (149.7101 -33.841),,,,,,,{},{},{},{},{},{}
Blayney Wind Farm,Wind Turbine - Onshore,Wind - Wind,9.9,Operational,,Australia,New South Wales,,,POINT (149.1979416 -33.6243564),,,,,,"MULTIPOINT ((149.2005756 -33.6223041), (149.1908767 -33.6172831), (149.2056074 -33.6186858), (149.1898575 -33.6187751), (149.1886666 -33.6201421), (149.20697 -33.6204012), (149.1994812 -33.6206111), (149.1876366 -33.6217725), (149.2078175 -33.6217949), (149.2077424 -33.6235013), (149.1994812 -33.6239524), (149.20756 -33.6254309), (149.2082467 -33.6274455), (149.2077103 -33.6294823), (149.2065086 -33.6314297))",{Vestas},{V47/660},,{0.66},,{15}
Blue Mackerel North Off Shore Wind Farm,Wind Turbine - Offshore,Wind - Wind,1819.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Boco Rock Wind Farm Stage 1,Wind Turbine - Onshore,Wind - Wind,113.0,Operational,,Australia,New South Wales,,,POINT (149.12672458 -36.57631059),-36.57631059,149.1267246,,https://www.bocorockwindfarm.com.au,,"MULTIPOINT ((149.1230589 -36.5500288), (149.1251846 -36.5482905), (149.1267577 -36.5393919), (149.1256151 -36.5416912), (149.1382027 -36.5391419), (149.1481456 -36.5381872), (149.1490535 -36.54148), (149.1462077 -36.5427525), (149.1436824 -36.5452694), (149.1424298 -36.5485523), (149.1344771 -36.5412344), (149.1325271 -36.5446434), (149.1537367 -36.5525988), (149.1537809 -36.5551822), (149.1398334 -36.5517822), (149.144129 -36.5571493), (149.1390905 -36.5578861), (149.138959 -36.5615465), (149.139466 -36.564763), (149.136588 -36.5666544), (149.115361 -36.5775822), (149.1074458 -36.572167), (149.1068315 -36.5748273), (149.1038141 -36.5767982), (149.1132957 -36.5858443), (149.1080949 -36.5806494), (149.0998068 -36.5787259), (149.105528 -36.5829281), (149.1010621 -36.5854136), (149.0981197 -36.5822648), (149.0838182 -36.5801443), (149.0871629 -36.5840589), (149.0838906 -36.5851616), (149.0864414 -36.590479), (149.0847141 -36.5950531), (149.0818602 -36.597452), (149.0810207 -36.6008478), (149.0773514 -36.6038775), (149.0736312 -36.6058153), (149.0940569 -36.5991429), (149.0913646 -36.6002912), (149.0939435 -36.6043878), (149.0867056 -36.6051737), (149.0867525 -36.6086844), (149.0814364 -36.6091268), (149.0789446 -36.6112906), (149.0799424 -36.6138441), (149.0801248 -36.6163048), (149.0794542 -36.619618), (149.0798566 -36.6226426), (149.0798566 -36.6251289), (149.0800551 -36.6276087), (149.0810019 -36.6302391), (149.0807658 -36.6327187), (149.0786737 -36.6346386), (149.0756991 -36.6360678), (149.074696 -36.6383729), (149.0750018 -36.6411126), (149.0755677 -36.6436306), (149.0747845 -36.6458989), (149.0734099 -36.6478164), (149.0729687 -36.6498629), (149.0721197 -36.6517937), (149.0715189 -36.6538944), (149.0707478 -36.6558768), (149.0744734 -36.6582227), (149.0772039 -36.6612867))",{GE},"{""GE 1.7-100""}",,{1.7},,{67}
Boco Rock Wind Farm Stage 2,Wind Turbine - Onshore,Wind - Wind,79.5,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Bodangora Wind Farm,Wind Turbine - Onshore,Wind - Wind,113.19,Operational,,Australia,New South Wales,2019-01-02,,POINT (149.09979514 -32.41460016),-32.41460016,149.0997951,,,The Bulgana Green Power Hub is a combined 194MW wind farm and 20 MW battery storage facility that is owned and operated by Neoen,"MULTIPOINT ((149.1144919 -32.4005449), (149.1214657 -32.4125468), (149.1216695 -32.4098567), (149.1228604 -32.4066683), (149.1075718 -32.4053368), (149.0981573 -32.4133574), (149.0857172 -32.4138782), (149.0718233 -32.3813477), (149.0720701 -32.3836219), (149.0720808 -32.3860138), (149.0741944 -32.4084165), (149.0861463 -32.4071484), (149.0916181 -32.4052372), (149.0868544 -32.4018131), (149.0745592 -32.3931891), (149.0657615 -32.3920838), (149.0625429 -32.3904168), (149.0607833 -32.411958), (149.0470183 -32.3696226), (149.0383387 -32.3770258), (149.0411925 -32.3843286), (149.0504944 -32.3851802), (149.0565348 -32.3824078), (149.0558159 -32.3737909), (149.0142846 -32.3982803), (149.0167737 -32.4086611), (149.0171814 -32.4117588), (149.0291601 -32.4043495), (149.025979 -32.4278253), (149.030866 -32.416378), (149.0559608 -32.4142315), (149.0539491 -32.415975), (149.0489334 -32.4131084))",{GE},"{""GE 3.43-130""}",,{3.43},,{33}
Boomber Green Energy Hub,Wind Turbine - Onshore,Wind - Wind,1185.6,Development,,Australia,Queensland,,,,,,,,,,,,,,,
Boulder Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,372.0,Development,,Australia,Queensland,,,POINT (150.30544 -23.653737),-23.653737,150.30544,,,,,,,,,,
Bowmans Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,346.64,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Box Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,20.0,Abandoned,,Australia,New South Wales,,,POINT (151.6701 -30.4915),,,,,Source: Gem Wiki,,{},{},{},{},{},{}
Breamlea Wind Turbine,Wind Turbine - Onshore,Wind - Wind,0.06,Decommissioned,,Australia,Victoria,1987-01-11,,,,,,https://wongm.com/2011/10/breamlea-wind-turbine/,,,{Westwind},"{""Westwind 60kW""}",{},{},{22.0},{1}
Bulgana Green Power Hub - Wind Farm,Wind Turbine - Onshore,Wind - Wind,194.0,Operational,,Australia,Victoria,2021-01-11,,POINT (142.96053 -37.118103),-37.118103,142.96053,,https://bulganagreenpowerhub.com.au/,,"MULTIPOINT ((142.9164751 -37.1636588), (142.920197 -37.163374), (142.9237156 -37.1618124), (142.9272033 -37.160953), (142.9308882 -37.1604423), (142.9346225 -37.1595485), (142.9316338 -37.1535276), (142.9382857 -37.1539893), (142.9435428 -37.1540577), (142.9475983 -37.1540257), (142.9511121 -37.1570157), (142.9549696 -37.1616222), (142.9584203 -37.1650106), (142.957588 -37.1456441), (142.9532429 -37.1437199), (142.9641863 -37.1412654), (142.9671796 -37.1389391), (142.9127429 -37.149718), (142.9096794 -37.1473804), (142.906784 -37.1456532), (142.9031601 -37.1447747), (142.8984714 -37.1442237), (142.9195611 -37.1252215), (142.9168898 -37.1231214), (142.9127802 -37.122481), (142.9242772 -37.1255117), (142.9298347 -37.1270001), (142.9346412 -37.1293781), (142.9382832120388 -37.128269926928), (142.94197686143787 -37.12796051886538), (142.94565665098926 -37.127435627294574), (142.95189358243226 -37.13343574966589), (142.96558018198795 -37.099931743503944), (142.96068765576703 -37.09769872145167), (142.9566405802529 -37.09738918844862), (142.95233016763336 -37.100782927653235), (142.9456566509893 -37.096830920371026), (142.94222633869563 -37.09570331685763), (142.93744469125596 -37.09394554850138), (142.9711206560865 -37.09691383173173), (142.98241643192225 -37.09068970003434), (142.97766250417789 -37.0928676515106), (142.9788821707712 -37.08219840830379), (142.97497369373355 -37.08176718451622), (142.97125925456302 -37.08260751578348), (142.96659541582835 -37.06818790917471), (142.96342151071622 -37.0659981892442), (142.9578498519604 -37.06248676396441), (142.96154350135947 -37.06219920697741), (142.95484226502012 -37.06078905597431), (142.94415632248106 -37.056110484917106), (142.9468728526207 -37.05823412739353), (142.9407606598065 -37.0573271623575), (142.95414927263758 -37.0549878061548), (142.95832108678061 -37.05524220772392), (142.93731648766519 -37.05618791042637))","{""Siemens Gamesa ""}","{""SG 3.4-132 ""}",,{3.4},{114.0},{56}
Bullawah Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,300.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Bungaban Wind Farm,Wind Turbine - Onshore,Wind - Wind,1400.0,Development,,Australia,Queensland,2031-01-12,,POINT (150.1801 -25.8358),-25.8358,150.1801,,,,,,,,,,
Bunkers Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,7.0,Development,,Australia,Queensland,2030-01-12,,,,,,,,,,,,,,
Burrawong Wind Farm,Wind Turbine - Onshore,Wind - Wind,150.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Burrendong Wind Farm,Wind Turbine - Onshore,Wind - Wind,434.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Callide Wind Farm,Wind Turbine - Onshore,Wind - Wind,421.6,Development,,Australia,Queensland,,,POINT (150.568291 -24.09013),-24.09013,150.568291,,,,,,,,,,
Canunda Wind Farm,Wind Turbine - Onshore,Wind - Wind,46.0,Operational,,Australia,South Australia,,,POINT (140.40331129 -37.76025336),-37.76025336,140.4033113,,,,"MULTIPOINT ((140.3308657 -37.6658387), (140.3365608 -37.6680567), (140.333531 -37.6683092), (140.3313441 -37.6685526), (140.3492161 -37.6792024), (140.3509069 -37.6804001), (140.3508401 -37.6821546), (140.3511743 -37.684729), (140.3557529 -37.6868801), (140.3588468 -37.6893421), (140.3567068 -37.694371), (140.3558713 -37.6967598), (140.3568293 -37.6984346), (140.3590495 -37.701679), (140.3664066 -37.7018932), (140.3640849 -37.702371), (140.3617621 -37.7027103), (140.3693137 -37.7056996), (140.362709 -37.7060772), (140.3648606 -37.7067968), (140.371887 -37.7085766), (140.3674647 -37.7091251), (140.3622323 -37.6968744))",{Vestas},"{""Vestas, V80/2000""}",,{2.0},,{23}
Cape Winds Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,1995.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Capital 2 Wind Farm,Wind Turbine - Onshore,Wind - Wind,143.5,Development,,Australia,New South Wales,,,,,,,https://www.iberdrola.com.au/our-assets/development-assets,,,,,,,,
Capital Wind Farm,Wind Turbine - Onshore,Wind - Wind,140.7,Operational,,Australia,New South Wales,,,POINT (149.518477 -35.166308),-35.166308,149.518477,,,,"MULTIPOINT ((149.4785414 -35.1558462), (149.4762025 -35.1641447), (149.4776545 -35.1511803), (149.5186678 -35.1754487), (149.527283 -35.1571531), (149.5229056 -35.158539), (149.4862876 -35.1461098), (149.4770393 -35.1581452), (149.5194832 -35.1735194), (149.4818029 -35.1475485), (149.52027 -35.1703008), (149.517155 -35.17715), (149.5382264 -35.1466967), (149.5306733 -35.152004), (149.476696 -35.1528461), (149.4701085 -35.1407757), (149.5400718 -35.1451), (149.4808803 -35.149689), (149.4766102 -35.1620572), (149.517552 -35.1680902), (149.526532 -35.1516531), (149.5323899 -35.1505737), (149.5376363 -35.1489688), (149.5257381 -35.1536707), (149.4763956 -35.1662672), (149.5227447 -35.1604687), (149.469336 -35.1426874), (149.5153847 -35.1719846), (149.5213178 -35.163661), (149.5197943 -35.1647047), (149.5175734 -35.1793248), (149.4708381 -35.1388973), (149.5324329 -35.1485126), (149.5161036 -35.1697745), (149.5181957 -35.166126), (149.5131424 -35.1754834), (149.4757948 -35.1603381), (149.4684777 -35.1446535), (149.52135 -35.16203), (149.5174232 -35.1811216), (149.5032096 -35.1089368), (149.5033598 -35.1071288), (149.5076942 -35.1069181), (149.5070612 -35.1050135), (149.5064901 -35.1030034), (149.5083701 -35.1018097), (149.5106017 -35.100888), (149.512254 -35.0993607), (149.5141744 -35.0981845), (149.5125007 -35.0959109), (149.512726 -35.0937076), (149.5133161 -35.0917938), (149.4866979 -35.1037495), (149.4875025 -35.1011602), (149.4887578 -35.0985005), (149.4748747 -35.1012304), (149.4763124 -35.0989043), (149.475733 -35.0965693), (149.4792306 -35.0915129), (149.4758832 -35.0883525), (149.4751966 -35.0854905), (149.4765269 -35.0832956), (149.477235 -35.0809954), (149.5222521 -35.1379668), (149.5267796 -35.1389495), (149.52708 -35.1409498), (149.5266723 -35.1427922))",{Suzlon},"{""Suzlon, S88/2100
""}",,{2.1},{80.0},{67}
Captains Mountain Wind Farm,Wind Turbine - Onshore,Wind - Wind,324.0,Development,,Australia,Queensland,2027-01-12,,POINT (151.13234 -27.938684),-27.938684,151.13234,,,,,,,,,,
Carmodys Hill Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,118.0,Development,,Australia,South Australia,,,,,,,,,,,,,,,
Cathedral Rocks Wind Farm,Wind Turbine - Onshore,Wind - Wind,62.0,Operational,,Australia,South Australia,,,POINT (135.59440407373114 -34.85034499569533),-34.850861,135.585172,,,Originally 33 wind_turbine_qty,"MULTIPOINT ((135.5510294 -34.8224501), (135.5581619 -34.8278247), (135.5592284 -34.8310789), (135.5675331 -34.8332367), (135.561047 -34.834207), (135.5624172 -34.8362518), (135.5726945 -34.8373748), (135.5648842 -34.8378876), (135.5669202 -34.8395499), (135.5687193 -34.8413713), (135.5722636 -34.8425119), (135.5747521 -34.8455268), (135.5753985 -34.8477017), (135.5773592 -34.849408), (135.580629 -34.8524008), (135.5828318 -34.8546063), (135.5848679 -34.8570903), (135.5880459 -34.8601401), (135.5904267 -34.862677), (135.5929974 -34.8648929), (135.5998745 -34.8648869), (135.5949297 -34.8670171), (135.5960501 -34.8695538), (135.5995082 -34.8707912), (135.6022768 -34.8728948), (135.6071031 -34.8730362), (135.6032787 -34.8752722), (135.6067583 -34.8783036), (135.6066937 -34.8814763), (135.6121771 -34.8816531), (135.6068445 -34.8844456), (135.6071031 -34.8894031), (135.5546887 -34.823619))",{Vestas},"{""Vestas, V80/2000
""}",,{2.0},{60.0},{31}
Cattle Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,144.0,Operational,,Australia,Tasmania,2021-01-02,,POINT (146.72410072739672 -42.14979927317622),-42.159931,146.708927,,,,"MULTIPOINT ((146.7365523 -42.1657137), (146.7317243 -42.1617772), (146.7344923 -42.1501174), (146.7337521 -42.1474049), (146.7261775 -42.1444537), (146.7248471 -42.1416535), (146.7309411 -42.1580234), (146.7214713 -42.1363201), (146.7181239 -42.1334081), (146.7084894 -42.132883), (146.7096052 -42.1297799), (146.7087254 -42.1267722), (146.7026958 -42.1280453), (146.7022666 -42.1308462), (146.7022666 -42.1349994), (146.6892815 -42.143242), (146.6867065 -42.1456444), (146.6866207 -42.1490013), (146.6891098 -42.1517852), (146.6904616 -42.154935), (146.6905045 -42.1581163), (146.6834021 -42.1557939), (146.6818356 -42.1591025), (146.6806555 -42.1620928), (146.6793895 -42.1650671), (146.6791749 -42.1679617), (146.6806769 -42.1706971), (146.6970953 -42.1424618), (146.6976747 -42.1455484), (146.6992807 -42.1538214), (146.70564694534852 -42.15191676642067), (146.7142153 -42.152167), (146.7107177 -42.1548554), (146.7129922 -42.1578459), (146.7134428 -42.1610431), (146.6776299 -42.1486035), (146.6777587 -42.1518171), (146.6933799 -42.1612975), (146.6885304 -42.1636356), (146.6909766 -42.1671983), (146.6996241 -42.1700451), (146.6731238 -42.1550463), (146.671536 -42.1580209), (146.6710854 -42.1607249), (146.6700339 -42.1638106), (146.6696867981676 -42.16625649633518), (146.67004816012073 -42.16894858955612), (146.66950148434546 -42.17204229499867))",{Goldwind},"{""Goldwind GW140
""}",,{3.0},,{48}
Cellars Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Challicum Hills Wind Farm,Wind Turbine - Onshore,Wind - Wind,52.5,Operational,,Australia,Victoria,,,POINT (143.1058455 -37.3833181),,,,,,"MULTIPOINT ((143.0968922 -37.394402), (143.1158927 -37.3874552), (143.098684 -37.3926972), (143.1122771 -37.3891985), (143.0946392 -37.3946236), (143.1040377 -37.3869177), (143.106634 -37.3900718), (143.0893821 -37.3973597), (143.0846828 -37.4004025), (143.1022996 -37.3996269), (143.1006688 -37.4011184), (143.1196159 -37.3947263), (143.11526 -37.3966352), (143.1070417 -37.3993546), (143.1172556 -37.3948712), (143.0861849 -37.398434), (143.1085974 -37.3983318), (143.1135112 -37.396942), (143.0810458 -37.3950924), (143.1047136 -37.3995762), (143.0912811 -37.3964822), (143.1107754 -37.3979563), (143.1234783 -37.3943172), (143.1181461 -37.3816493), (143.1281668 -37.3691418), (143.1197769 -37.3780431), (143.1186503 -37.3792707), (143.11997 -37.3684771), (143.1170088 -37.3679736), (143.1131786 -37.3655178), (143.11629 -37.3847443), (143.1251091 -37.3692104), (143.117556 -37.3834055), (143.1232208 -37.368886), (143.1306452 -37.3693464))","{""Neg Micon""}",{NM64/1500},,{1.5},,{35}
